OrderID,Date,CustomerID,TrackingNumber,ShippingAddress,Product,Quantity,UnitPrice,PaymentMethod,OrderStatus,ItemsInCart,CouponCode,ReferralSource,TotalPrice
ORD200206,2024-04-16,C31072,TRK77172975,729 Main St,Laptop,4,229.10,Gift Card,Returned,8,WINTER15,Email,916.40
ORD200207,2025-03-18,C54595,TRK44416659,999 Main St,Phone,1,121.96,Debit Card,Delivered,3,NO COUPON,Google,121.96
ORD200208,2024-10-08,C87777,TRK29003608,597 Main St,Desk,2,408.32,Online,Shipped,3,FREESHIP,Facebook,816.64
ORD200209,2023-08-29,C35854,TRK30615168,706 Main St,Tablet,5,187.97,Cash,Returned,9,SAVE10,Google,939.85
ORD200210,2024-12-05,C93821,TRK10658539,513 Main St,Chair,3,358.48,Gift Card,Delivered,7,FREESHIP,Facebook,1075.44
ORD200211,2025-01-03,C54390,TRK83853742,185 Main St,Printer,3,193.58,Gift Card,Pending,7,FREESHIP,Email,580.74
ORD200212,2023-06-20,C53215,TRK34751835,367 Main St,Monitor,1,265.38,Credit Card,Cancelled,6,WINTER15,Email,265.38
ORD200213,2023-04-20,C71122,TRK54757882,317 Main St,Laptop,1,634.40,Cash,Cancelled,6,SAVE10,Email,634.40
ORD200214,2024-08-21,C29483,TRK89423603,673 Main St,Desk,4,305.72,Online,Delivered,5,NO COUPON,Facebook,1222.88
ORD200215,2023-08-10,C26767,TRK24585307,432 Main St,Printer,1,303.60,Cash,Shipped,5,FREESHIP,Facebook,303.60
ORD200216,2025-04-15,C70492,TRK84625405,811 Main St,Monitor,4,496.00,Online,Cancelled,8,WINTER15,Google,1984.00
ORD200217,2024-05-20,C61549,TRK65596914,908 Main St,Desk,4,321.51,Cash,Returned,9,NO COUPON,Google,1286.04
ORD200218,2023-04-28,C11665,TRK10993930,882 Main St,Tablet,3,112.46,Gift Card,Shipped,6,SAVE10,Instagram,337.38
ORD200219,2025-05-02,C48946,TRK99387220,457 Main St,Laptop,5,61.97,Cash,Delivered,6,SAVE10,Email,309.85
ORD200220,2023-07-18,C79506,TRK95188748,497 Main St,Laptop,2,373.17,Credit Card,Pending,6,SAVE10,Referral,746.34
ORD200221,2024-02-23,C93473,TRK50003989,552 Main St,Tablet,5,639.37,Debit Card,Pending,6,SAVE10,Google,3196.85
ORD200222,2023-05-04,C43124,TRK17293348,931 Main St,Chair,4,693.36,Online,Shipped,8,NO COUPON,Instagram,2773.44
ORD200223,2024-09-11,C22783,TRK55009149,673 Main St,Phone,4,692.91,Credit Card,Pending,9,SAVE10,Instagram,2771.64
ORD200224,2023-09-23,C18567,TRK17554673,507 Main St,Printer,4,91.46,Cash,Cancelled,9,SAVE10,Referral,365.84
ORD200225,2024-03-13,C99879,TRK50246700,692 Main St,Phone,3,273.96,Debit Card,Returned,8,SAVE10,Google,821.88
ORD200226,2025-06-27,C31501,TRK93063929,242 Main St,Desk,3,588.05,Gift Card,Delivered,8,NO COUPON,Instagram,1764.15
ORD200227,2023-11-02,C93220,TRK89023251,353 Main St,Monitor,2,365.17,Online,Cancelled,4,FREESHIP,Facebook,730.34
ORD200228,2023-05-17,C57867,TRK92055007,579 Main St,Chair,4,385.92,Credit Card,Cancelled,8,NO COUPON,Instagram,1543.68
ORD200229,2025-03-28,C62622,TRK70997648,762 Main St,Tablet,1,562.61,Credit Card,Delivered,3,WINTER15,Facebook,562.61
ORD200230,2023-12-16,C94595,TRK24497305,948 Main St,Desk,4,61.91,Gift Card,Delivered,6,WINTER15,Email,247.64
ORD200231,2023-11-05,C30955,TRK46898848,327 Main St,Phone,4,41.90,Gift Card,Pending,9,FREESHIP,Instagram,167.60
ORD200232,2023-05-19,C20731,TRK75568437,610 Main St,Printer,4,444.44,Debit Card,Cancelled,8,WINTER15,Google,1777.76
ORD200233,2024-08-24,C30168,TRK73699939,146 Main St,Phone,3,311.33,Cash,Cancelled,3,WINTER15,Instagram,933.99
ORD200234,2024-11-26,C79842,TRK26957950,337 Main St,Printer,4,236.41,Debit Card,Pending,7,SAVE10,Google,945.64
ORD200235,2023-02-20,C32854,TRK30009218,815 Main St,Desk,1,65.45,Cash,Pending,2,WINTER15,Google,65.45
ORD200236,2023-01-01,C14847,TRK39663243,562 Main St,Monitor,1,318.81,Debit Card,Pending,3,WINTER15,Email,318.81
ORD200237,2024-03-14,C88645,TRK74097570,783 Main St,Monitor,3,583.72,Credit Card,Shipped,5,FREESHIP,Facebook,1751.16
ORD200238,2024-12-13,C66149,TRK76307307,770 Main St,Desk,4,384.32,Credit Card,Pending,6,WINTER15,Google,1537.28
ORD200239,2024-12-11,C20256,TRK71127943,456 Main St,Tablet,3,538.74,Online,Shipped,6,FREESHIP,Email,1616.22
ORD200240,2023-07-12,C14983,TRK93444157,255 Main St,Tablet,1,17.24,Online,Pending,2,FREESHIP,Instagram,17.24
ORD200241,2023-05-16,C20817,TRK44164590,407 Main St,Chair,5,615.67,Online,Pending,6,SAVE10,Email,3078.35
ORD200242,2023-05-09,C94921,TRK97794327,134 Main St,Printer,2,219.10,Online,Pending,4,SAVE10,Referral,438.20
ORD200243,2025-05-09,C54725,TRK30601940,506 Main St,Chair,2,144.66,Online,Cancelled,7,FREESHIP,Google,289.32
ORD200244,2023-02-16,C98096,TRK51518631,838 Main St,Desk,2,317.77,Debit Card,Cancelled,4,WINTER15,Facebook,635.54
ORD200245,2025-04-20,C12667,TRK25390491,306 Main St,Laptop,1,223.30,Online,Returned,1,NO COUPON,Facebook,223.30
ORD200246,2024-08-30,C55354,TRK15439493,164 Main St,Desk,2,342.11,Gift Card,Shipped,2,WINTER15,Instagram,684.22
ORD200247,2023-07-20,C14600,TRK84984764,785 Main St,Printer,2,220.90,Gift Card,Shipped,4,NO COUPON,Email,441.80
ORD200248,2023-07-02,C97187,TRK62283713,471 Main St,Laptop,1,670.54,Cash,Shipped,6,FREESHIP,Referral,670.54
ORD200249,2024-02-07,C39106,TRK35464433,245 Main St,Printer,1,546.19,Cash,Pending,5,FREESHIP,Referral,546.19
ORD200250,2023-04-05,C93379,TRK67954150,318 Main St,Desk,3,42.95,Gift Card,Returned,8,SAVE10,Email,128.85
ORD200251,2025-05-15,C93175,TRK32995144,814 Main St,Monitor,4,14.69,Cash,Cancelled,9,NO COUPON,Email,58.76
ORD200252,2024-09-20,C19648,TRK51297879,821 Main St,Phone,4,668.36,Gift Card,Cancelled,5,FREESHIP,Facebook,2673.44
ORD200253,2024-03-23,C14891,TRK79471534,743 Main St,Chair,4,413.74,Gift Card,Returned,7,FREESHIP,Instagram,1654.96
ORD200254,2023-12-26,C10866,TRK34809583,770 Main St,Monitor,3,263.19,Online,Delivered,5,NO COUPON,Instagram,789.57
ORD200255,2024-05-13,C47283,TRK56235117,806 Main St,Monitor,1,263.96,Gift Card,Returned,2,SAVE10,Google,263.96
ORD200256,2025-06-30,C94323,TRK22663277,463 Main St,Chair,5,75.81,Gift Card,Returned,10,WINTER15,Instagram,379.05
ORD200257,2024-04-23,C89732,TRK41059233,712 Main St,Phone,1,406.22,Credit Card,Cancelled,5,SAVE10,Referral,406.22
ORD200258,2024-02-26,C87764,TRK94082469,294 Main St,Tablet,2,103.41,Online,Shipped,2,FREESHIP,Referral,206.82
ORD200259,2023-06-11,C20977,TRK54991561,636 Main St,Chair,4,435.12,Credit Card,Delivered,9,SAVE10,Instagram,1740.48
ORD200260,2023-05-17,C12245,TRK22000463,153 Main St,Monitor,2,407.79,Debit Card,Shipped,3,NO COUPON,Google,815.58
ORD200261,2025-05-28,C68976,TRK25491356,460 Main St,Phone,5,173.65,Gift Card,Delivered,9,SAVE10,Email,868.25
ORD200262,2023-01-10,C69476,TRK65869386,642 Main St,Phone,4,249.07,Credit Card,Returned,5,WINTER15,Referral,996.28
ORD200263,2023-03-25,C71040,TRK41397604,250 Main St,Phone,4,434.85,Credit Card,Pending,4,WINTER15,Google,1739.40
ORD200264,2024-08-03,C71035,TRK19599578,977 Main St,Tablet,1,436.77,Cash,Returned,5,FREESHIP,Google,436.77
ORD200265,2023-12-22,C20752,TRK22298450,150 Main St,Printer,1,572.13,Debit Card,Cancelled,4,SAVE10,Google,572.13
ORD200266,2024-06-08,C38840,TRK48484633,589 Main St,Chair,4,583.07,Credit Card,Cancelled,6,FREESHIP,Referral,2332.28
ORD200267,2025-04-17,C84480,TRK62361867,803 Main St,Chair,5,468.51,Debit Card,Delivered,9,NO COUPON,Facebook,2342.55
ORD200268,2023-08-11,C37032,TRK48639226,655 Main St,Phone,2,423.88,Debit Card,Delivered,7,SAVE10,Referral,847.76
ORD200269,2023-11-25,C48942,TRK29355120,129 Main St,Tablet,4,663.67,Credit Card,Pending,7,FREESHIP,Google,2654.68
ORD200270,2023-06-04,C13540,TRK81087373,127 Main St,Printer,4,309.91,Debit Card,Shipped,5,WINTER15,Google,1239.64
ORD200271,2023-03-28,C59572,TRK16792991,791 Main St,Monitor,1,542.07,Cash,Shipped,6,WINTER15,Referral,542.07
ORD200272,2023-09-19,C29758,TRK12990043,119 Main St,Chair,2,399.32,Online,Pending,6,WINTER15,Instagram,798.64
ORD200273,2024-10-27,C11849,TRK91195261,974 Main St,Tablet,2,238.25,Online,Cancelled,7,FREESHIP,Email,476.50
ORD200274,2023-02-04,C50967,TRK65300814,884 Main St,Phone,2,182.40,Gift Card,Cancelled,5,SAVE10,Referral,364.80
ORD200275,2023-11-04,C80735,TRK99880231,360 Main St,Chair,2,65.07,Credit Card,Cancelled,4,SAVE10,Google,130.14
ORD200276,2025-03-29,C99050,TRK56927089,654 Main St,Printer,2,600.57,Debit Card,Returned,3,WINTER15,Instagram,1201.14
ORD200277,2024-09-09,C11210,TRK44929965,910 Main St,Chair,5,90.92,Credit Card,Delivered,9,SAVE10,Facebook,454.60
ORD200278,2024-11-18,C46015,TRK46598430,299 Main St,Laptop,5,362.46,Cash,Delivered,6,FREESHIP,Instagram,1812.30
ORD200279,2023-10-20,C69167,TRK12425655,263 Main St,Chair,3,55.01,Online,Pending,7,WINTER15,Email,165.03
ORD200280,2023-03-27,C55388,TRK75741001,740 Main St,Tablet,3,404.62,Gift Card,Delivered,6,FREESHIP,Instagram,1213.86
ORD200281,2023-07-27,C87181,TRK60093390,195 Main St,Desk,4,654.79,Cash,Pending,9,NO COUPON,Referral,2619.16
ORD200282,2025-04-22,C30411,TRK71810536,375 Main St,Printer,4,637.79,Gift Card,Cancelled,9,FREESHIP,Google,2551.16
ORD200283,2025-02-28,C39638,TRK69745608,990 Main St,Laptop,4,540.33,Cash,Shipped,6,NO COUPON,Google,2161.32
ORD200284,2023-02-16,C27203,TRK22023906,516 Main St,Laptop,5,208.17,Credit Card,Returned,6,SAVE10,Facebook,1040.85
ORD200285,2025-06-10,C67583,TRK93281700,974 Main St,Phone,1,338.31,Online,Delivered,3,NO COUPON,Google,338.31
ORD200286,2025-04-07,C70554,TRK61086952,187 Main St,Monitor,3,139.45,Gift Card,Returned,8,WINTER15,Google,418.35
ORD200287,2023-11-24,C70437,TRK26628830,630 Main St,Chair,4,655.18,Online,Shipped,5,NO COUPON,Facebook,2620.72
ORD200288,2023-03-12,C97643,TRK60831391,537 Main St,Laptop,4,512.75,Debit Card,Returned,8,WINTER15,Google,2051.00
ORD200289,2023-07-26,C17136,TRK55362541,333 Main St,Chair,4,160.49,Credit Card,Shipped,8,WINTER15,Referral,641.96
ORD200290,2023-05-05,C24901,TRK14029489,258 Main St,Chair,3,99.90,Cash,Delivered,8,FREESHIP,Facebook,299.70
ORD200291,2024-05-12,C61521,TRK93676567,670 Main St,Phone,2,345.01,Credit Card,Delivered,6,FREESHIP,Google,690.02
ORD200292,2025-01-15,C39639,TRK31042152,185 Main St,Monitor,1,65.95,Credit Card,Delivered,5,NO COUPON,Facebook,65.95
ORD200293,2023-02-16,C33220,TRK40450219,564 Main St,Tablet,4,463.04,Gift Card,Returned,9,NO COUPON,Instagram,1852.16
ORD200294,2025-04-01,C65414,TRK67562517,208 Main St,Phone,2,297.71,Online,Shipped,7,SAVE10,Referral,595.42
ORD200295,2023-01-25,C49009,TRK46285799,278 Main St,Printer,5,107.48,Debit Card,Cancelled,9,FREESHIP,Email,537.40
ORD200296,2024-06-19,C48453,TRK52110494,434 Main St,Desk,5,638.80,Debit Card,Cancelled,10,WINTER15,Referral,3194.00
ORD200297,2023-02-22,C68078,TRK64862812,252 Main St,Desk,2,493.88,Credit Card,Returned,7,SAVE10,Instagram,987.76
ORD200298,2023-12-19,C19402,TRK97825212,267 Main St,Printer,4,301.17,Online,Cancelled,6,NO COUPON,Email,1204.68
ORD200299,2024-01-20,C30711,TRK42696593,856 Main St,Monitor,1,278.66,Gift Card,Cancelled,2,FREESHIP,Instagram,278.66
ORD200300,2024-09-02,C39000,TRK33753945,894 Main St,Phone,1,287.46,Debit Card,Returned,3,FREESHIP,Facebook,287.46
ORD200301,2023-05-11,C31105,TRK40149095,726 Main St,Chair,1,583.99,Cash,Cancelled,2,SAVE10,Email,583.99
ORD200302,2023-05-16,C29432,TRK44142517,121 Main St,Chair,3,468.74,Cash,Pending,4,FREESHIP,Instagram,1406.22
ORD200303,2024-12-07,C48531,TRK95462192,368 Main St,Tablet,1,30.54,Debit Card,Returned,1,NO COUPON,Google,30.54
ORD200304,2024-10-18,C86762,TRK75686292,326 Main St,Monitor,5,408.73,Gift Card,Delivered,10,FREESHIP,Instagram,2043.65
ORD200305,2023-11-25,C63822,TRK59353216,235 Main St,Laptop,4,126.89,Cash,Pending,9,FREESHIP,Instagram,507.56
ORD200306,2024-06-07,C70495,TRK65511225,238 Main St,Printer,2,57.07,Debit Card,Returned,3,SAVE10,Instagram,114.14
ORD200307,2023-07-01,C92407,TRK11755610,135 Main St,Laptop,3,557.41,Online,Delivered,4,NO COUPON,Email,1672.23
ORD200308,2023-12-11,C75888,TRK98467398,790 Main St,Printer,3,448.90,Debit Card,Returned,7,SAVE10,Instagram,1346.70
ORD200309,2023-10-03,C63153,TRK38033305,625 Main St,Chair,4,549.76,Debit Card,Delivered,4,FREESHIP,Facebook,2199.04
ORD200310,2024-02-24,C85863,TRK16094218,968 Main St,Printer,3,132.48,Online,Shipped,4,NO COUPON,Referral,397.44
ORD200311,2025-05-17,C71698,TRK34786818,274 Main St,Desk,5,489.37,Online,Returned,8,NO COUPON,Instagram,2446.85
ORD200312,2025-05-24,C35397,TRK64742535,579 Main St,Printer,5,66.31,Gift Card,Pending,7,FREESHIP,Referral,331.55
ORD200313,2023-07-09,C67687,TRK22838735,978 Main St,Chair,2,434.30,Cash,Delivered,7,SAVE10,Instagram,868.60
ORD200314,2023-10-04,C29931,TRK48712417,540 Main St,Desk,4,153.09,Online,Delivered,4,FREESHIP,Referral,612.36
ORD200315,2025-05-12,C59139,TRK45507090,301 Main St,Tablet,5,91.67,Online,Cancelled,9,FREESHIP,Email,458.35
ORD200316,2023-10-02,C66078,TRK86474559,101 Main St,Desk,4,275.28,Gift Card,Shipped,9,WINTER15,Facebook,1101.12
ORD200317,2023-04-10,C88370,TRK22575151,339 Main St,Monitor,2,139.95,Online,Returned,5,NO COUPON,Instagram,279.90
ORD200318,2024-07-27,C93375,TRK95706967,317 Main St,Chair,3,148.72,Debit Card,Cancelled,7,SAVE10,Google,446.16
ORD200319,2023-12-02,C53049,TRK48974907,413 Main St,Laptop,2,563.06,Cash,Returned,6,NO COUPON,Instagram,1126.12
ORD200320,2024-12-19,C55590,TRK48792951,772 Main St,Printer,1,625.51,Credit Card,Shipped,1,FREESHIP,Facebook,625.51
ORD200321,2023-08-09,C47086,TRK44194358,135 Main St,Phone,4,152.29,Debit Card,Cancelled,6,WINTER15,Google,609.16
ORD200322,2024-06-14,C48646,TRK18233748,339 Main St,Phone,5,231.82,Debit Card,Delivered,6,SAVE10,Facebook,1159.10
ORD200323,2025-01-26,C29416,TRK63820842,414 Main St,Laptop,1,150.17,Debit Card,Returned,1,SAVE10,Referral,150.17
ORD200324,2024-06-13,C13525,TRK70193221,847 Main St,Tablet,3,70.93,Debit Card,Returned,5,NO COUPON,Referral,212.79
ORD200325,2023-06-29,C53545,TRK61123177,665 Main St,Desk,3,361.39,Credit Card,Shipped,8,NO COUPON,Referral,1084.17
ORD200326,2024-07-01,C65986,TRK98353867,273 Main St,Laptop,5,670.48,Gift Card,Returned,5,SAVE10,Facebook,3352.40
ORD200327,2023-07-25,C17302,TRK43940016,385 Main St,Phone,1,359.99,Gift Card,Cancelled,5,SAVE10,Email,359.99
ORD200328,2023-02-28,C18404,TRK89401624,546 Main St,Tablet,5,674.04,Online,Cancelled,7,SAVE10,Google,3370.20
ORD200329,2024-12-25,C88371,TRK63224811,306 Main St,Chair,4,283.16,Credit Card,Shipped,6,NO COUPON,Google,1132.64
ORD200330,2024-06-02,C38068,TRK54059198,532 Main St,Desk,5,260.53,Gift Card,Pending,5,SAVE10,Instagram,1302.65
ORD200331,2023-04-15,C78724,TRK25703134,187 Main St,Printer,3,422.13,Online,Delivered,7,SAVE10,Facebook,1266.39
ORD200332,2024-07-03,C26163,TRK67499316,607 Main St,Desk,5,125.02,Debit Card,Pending,9,SAVE10,Google,625.10
ORD200333,2024-04-16,C87124,TRK52086740,818 Main St,Phone,1,198.51,Credit Card,Returned,5,WINTER15,Instagram,198.51
ORD200334,2024-03-26,C90348,TRK20635777,728 Main St,Chair,4,224.75,Online,Delivered,7,WINTER15,Facebook,899.00
ORD200335,2025-03-03,C58721,TRK34801199,978 Main St,Tablet,3,205.86,Gift Card,Shipped,4,NO COUPON,Email,617.58
ORD200336,2023-12-29,C88174,TRK10143345,441 Main St,Laptop,1,18.20,Debit Card,Pending,4,SAVE10,Instagram,18.20
ORD200337,2023-05-29,C77763,TRK66980447,599 Main St,Tablet,3,502.77,Debit Card,Returned,8,WINTER15,Email,1508.31
ORD200338,2023-11-08,C53627,TRK64112352,704 Main St,Phone,5,305.49,Debit Card,Shipped,10,NO COUPON,Referral,1527.45
ORD200339,2024-04-10,C84563,TRK62422797,398 Main St,Printer,2,236.33,Online,Pending,3,SAVE10,Instagram,472.66
ORD200340,2023-04-23,C76207,TRK25569378,826 Main St,Laptop,5,521.25,Cash,Cancelled,8,NO COUPON,Email,2606.25
ORD200341,2024-09-23,C94671,TRK61357272,293 Main St,Tablet,1,167.15,Gift Card,Shipped,5,WINTER15,Email,167.15
ORD200342,2025-06-24,C69994,TRK95935805,619 Main St,Monitor,5,466.42,Gift Card,Returned,5,NO COUPON,Referral,2332.10
ORD200343,2023-02-26,C64638,TRK64087938,919 Main St,Printer,1,527.57,Debit Card,Pending,3,FREESHIP,Facebook,527.57
ORD200344,2025-03-06,C95623,TRK67558189,248 Main St,Tablet,3,623.34,Online,Cancelled,3,SAVE10,Instagram,1870.02
ORD200345,2023-12-07,C24751,TRK37285406,259 Main St,Tablet,5,501.26,Gift Card,Shipped,10,FREESHIP,Referral,2506.30
ORD200346,2024-12-06,C31764,TRK44680433,876 Main St,Tablet,1,655.09,Cash,Pending,6,NO COUPON,Referral,655.09
ORD200347,2024-02-03,C83556,TRK21109187,380 Main St,Printer,4,264.79,Credit Card,Pending,5,SAVE10,Google,1059.16
ORD200348,2024-03-13,C24369,TRK72633998,885 Main St,Laptop,3,359.73,Debit Card,Returned,7,FREESHIP,Email,1079.19
ORD200349,2023-11-30,C39648,TRK56016905,824 Main St,Chair,1,465.33,Gift Card,Delivered,2,FREESHIP,Google,465.33
ORD200350,2023-06-03,C13296,TRK60127216,495 Main St,Chair,2,54.41,Online,Shipped,6,NO COUPON,Instagram,108.82
ORD200351,2025-02-15,C94248,TRK89406816,494 Main St,Laptop,1,64.66,Debit Card,Delivered,4,NO COUPON,Instagram,64.66
ORD200352,2023-08-31,C26637,TRK59546992,995 Main St,Chair,5,173.96,Debit Card,Pending,8,WINTER15,Instagram,869.80
ORD200353,2025-03-28,C16012,TRK15195225,171 Main St,Tablet,1,630.82,Online,Delivered,5,FREESHIP,Google,630.82
ORD200354,2023-07-11,C31772,TRK11970357,992 Main St,Phone,1,693.41,Debit Card,Shipped,4,NO COUPON,Instagram,693.41
ORD200355,2025-06-03,C18353,TRK78766533,677 Main St,Tablet,3,433.33,Credit Card,Cancelled,4,FREESHIP,Referral,1299.99
ORD200356,2023-05-06,C26966,TRK83889574,907 Main St,Printer,5,374.58,Gift Card,Cancelled,10,FREESHIP,Instagram,1872.90
ORD200357,2023-07-08,C74982,TRK98700702,398 Main St,Laptop,5,408.56,Debit Card,Delivered,8,FREESHIP,Instagram,2042.80
ORD200358,2024-04-07,C70633,TRK82540521,747 Main St,Tablet,2,183.67,Online,Cancelled,3,SAVE10,Google,367.34
ORD200359,2023-06-09,C95643,TRK23286689,303 Main St,Desk,4,606.57,Debit Card,Delivered,5,WINTER15,Referral,2426.28
ORD200360,2024-06-06,C53810,TRK34630612,779 Main St,Phone,4,589.57,Cash,Pending,8,NO COUPON,Instagram,2358.28
ORD200361,2024-06-29,C53464,TRK32743531,197 Main St,Printer,5,659.85,Credit Card,Delivered,9,SAVE10,Facebook,3299.25
ORD200362,2023-06-27,C53697,TRK60476656,312 Main St,Monitor,4,206.84,Cash,Cancelled,5,WINTER15,Instagram,827.36
ORD200363,2024-05-24,C31668,TRK42584392,871 Main St,Laptop,5,113.87,Credit Card,Pending,6,SAVE10,Email,569.35
ORD200364,2023-11-24,C85282,TRK86767206,740 Main St,Phone,5,628.74,Cash,Cancelled,9,FREESHIP,Facebook,3143.70
ORD200365,2025-02-14,C56796,TRK74263180,607 Main St,Phone,1,678.38,Credit Card,Cancelled,4,SAVE10,Referral,678.38
ORD200366,2023-02-10,C95213,TRK40630538,603 Main St,Printer,3,602.24,Debit Card,Pending,8,NO COUPON,Referral,1806.72
ORD200367,2024-04-25,C13108,TRK82284400,712 Main St,Laptop,5,658.77,Gift Card,Pending,10,FREESHIP,Instagram,3293.85
ORD200368,2023-05-01,C85322,TRK89728869,403 Main St,Monitor,3,271.02,Credit Card,Cancelled,6,NO COUPON,Google,813.06
ORD200369,2024-12-22,C43545,TRK73937402,216 Main St,Monitor,5,375.25,Gift Card,Pending,9,SAVE10,Email,1876.25
ORD200370,2025-05-03,C80649,TRK41143313,870 Main St,Phone,1,312.11,Online,Cancelled,4,WINTER15,Facebook,312.11
ORD200371,2023-01-05,C59752,TRK82229639,179 Main St,Phone,5,307.76,Gift Card,Pending,9,FREESHIP,Google,1538.80
ORD200372,2025-02-14,C53645,TRK12123939,166 Main St,Chair,3,483.53,Cash,Returned,4,NO COUPON,Referral,1450.59
ORD200373,2023-01-02,C60178,TRK84505143,969 Main St,Laptop,3,341.15,Cash,Pending,4,FREESHIP,Instagram,1023.45
ORD200374,2024-09-16,C20286,TRK67648338,129 Main St,Monitor,1,571.90,Gift Card,Pending,1,WINTER15,Instagram,571.90
ORD200375,2025-01-16,C87547,TRK71027262,400 Main St,Monitor,4,95.03,Online,Shipped,8,FREESHIP,Facebook,380.12
ORD200376,2023-08-24,C64549,TRK20788231,341 Main St,Monitor,5,201.22,Debit Card,Pending,6,FREESHIP,Facebook,1006.10
ORD200377,2024-07-22,C24884,TRK44538419,625 Main St,Monitor,1,260.26,Online,Pending,5,WINTER15,Instagram,260.26
ORD200378,2024-02-01,C62666,TRK91029390,148 Main St,Chair,5,64.50,Credit Card,Pending,8,WINTER15,Instagram,322.50
ORD200379,2024-09-21,C47284,TRK85756094,500 Main St,Phone,3,297.67,Online,Shipped,6,NO COUPON,Google,893.01
ORD200380,2024-04-20,C35355,TRK52935059,127 Main St,Printer,4,331.90,Cash,Pending,5,SAVE10,Instagram,1327.60
ORD200381,2023-06-07,C29467,TRK98103385,223 Main St,Chair,1,191.76,Credit Card,Returned,1,FREESHIP,Instagram,191.76
ORD200382,2025-01-30,C26718,TRK91702525,272 Main St,Printer,4,263.09,Debit Card,Shipped,8,SAVE10,Google,1052.36
ORD200383,2023-01-20,C18944,TRK45275439,837 Main St,Chair,4,393.80,Credit Card,Pending,7,SAVE10,Email,1575.20
ORD200384,2024-11-24,C35628,TRK45688220,147 Main St,Chair,3,553.57,Credit Card,Returned,4,FREESHIP,Facebook,1660.71
ORD200385,2023-10-31,C56851,TRK65290904,752 Main St,Chair,5,191.63,Gift Card,Delivered,6,FREESHIP,Facebook,958.15
ORD200386,2023-04-28,C12421,TRK32588504,373 Main St,Tablet,1,93.02,Online,Returned,4,NO COUPON,Email,93.02
ORD200387,2024-06-27,C25316,TRK55423551,904 Main St,Printer,2,39.53,Credit Card,Shipped,3,WINTER15,Google,79.06
ORD200388,2023-12-28,C22657,TRK49157047,152 Main St,Printer,3,633.97,Cash,Pending,7,WINTER15,Facebook,1901.91
ORD200389,2023-12-17,C29703,TRK40543461,558 Main St,Desk,4,697.50,Cash,Shipped,7,FREESHIP,Referral,2790.00
ORD200390,2023-07-14,C55996,TRK30547638,885 Main St,Printer,5,508.69,Cash,Delivered,10,FREESHIP,Google,2543.45
ORD200391,2025-01-16,C60037,TRK82009557,516 Main St,Laptop,2,527.46,Debit Card,Cancelled,3,FREESHIP,Referral,1054.92
ORD200392,2024-02-28,C95100,TRK47366265,197 Main St,Phone,1,627.20,Online,Delivered,1,WINTER15,Email,627.20
ORD200393,2024-07-14,C39906,TRK24632134,921 Main St,Printer,1,75.01,Credit Card,Returned,3,NO COUPON,Google,75.01
ORD200394,2023-07-05,C70148,TRK34848650,359 Main St,Desk,5,529.55,Gift Card,Shipped,10,NO COUPON,Facebook,2647.75
ORD200395,2025-04-25,C30010,TRK35386084,830 Main St,Phone,3,127.41,Gift Card,Delivered,7,SAVE10,Referral,382.23
ORD200396,2023-12-01,C99217,TRK82004594,778 Main St,Tablet,5,287.13,Online,Shipped,10,SAVE10,Email,1435.65
ORD200397,2023-09-28,C30184,TRK86674704,987 Main St,Monitor,1,427.06,Online,Cancelled,1,WINTER15,Referral,427.06
ORD200398,2024-09-04,C50275,TRK98925264,729 Main St,Phone,5,53.93,Gift Card,Shipped,7,SAVE10,Instagram,269.65
ORD200399,2024-01-07,C64641,TRK32012588,319 Main St,Tablet,5,423.93,Debit Card,Returned,5,FREESHIP,Facebook,2119.65
ORD200400,2024-09-28,C56266,TRK60088901,304 Main St,Desk,4,160.22,Debit Card,Returned,9,WINTER15,Instagram,640.88
ORD200401,2025-04-09,C98635,TRK14225465,197 Main St,Printer,1,538.68,Debit Card,Returned,6,NO COUPON,Referral,538.68
ORD200402,2023-04-09,C83026,TRK79746259,858 Main St,Printer,5,337.38,Gift Card,Shipped,5,NO COUPON,Referral,1686.90
ORD200403,2024-11-10,C28893,TRK98333066,740 Main St,Tablet,1,620.21,Online,Returned,1,FREESHIP,Referral,620.21
ORD200404,2023-03-09,C45482,TRK54571699,440 Main St,Monitor,2,99.10,Cash,Delivered,6,NO COUPON,Instagram,198.20
ORD200405,2025-01-26,C97774,TRK64664424,603 Main St,Monitor,4,451.97,Online,Cancelled,7,WINTER15,Email,1807.88
ORD200406,2023-12-10,C11657,TRK50284486,572 Main St,Tablet,4,66.10,Cash,Returned,9,WINTER15,Google,264.40
ORD200407,2023-08-13,C85993,TRK72547640,250 Main St,Tablet,4,547.32,Cash,Returned,8,FREESHIP,Instagram,2189.28
ORD200408,2025-01-01,C11906,TRK31140158,536 Main St,Printer,3,412.53,Online,Pending,6,WINTER15,Google,1237.59
ORD200409,2023-06-28,C45187,TRK12320793,767 Main St,Desk,5,84.13,Online,Delivered,9,SAVE10,Google,420.65
ORD200410,2024-01-18,C37375,TRK52470162,184 Main St,Tablet,2,518.23,Debit Card,Shipped,5,NO COUPON,Email,1036.46
ORD200411,2024-06-19,C66567,TRK21174822,981 Main St,Desk,2,39.51,Online,Shipped,5,NO COUPON,Facebook,79.02
ORD200412,2025-04-11,C42451,TRK31313343,246 Main St,Tablet,5,133.01,Credit Card,Returned,10,NO COUPON,Facebook,665.05
